gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	#B16BA8	#F39426	B cells Memory	B cells Naive	CAFs MSC iCAF-like	CAFs myCAF-like	Cancer Basal SC	Cycling T-cells	Cycling_Myeloid	DCs	Endothelial ACKR1	Endothelial CXCL12	Endothelial RGS5	Luminal Progenitors	Macrophage	Mature Luminal	Monocyte	Myoepithelial	NK cells	NKT cells	PVL Differentiated	PVL Immature	Plasmablasts	T cells CD4+	T cells CD8+
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC0D10396B4	0.0	0.0	0.0	0.0	0.063	0.022	0.0	0.0	0.0	0.0	0.031	0.0	0.058	0.001	0.0	0.009	0.0	0.0	0.0	0.0	0.037	0.172	0.0	0.0	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC04D3AE2F6	0.068	0.029	0.0	0.0	0.003	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.005
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC088A27EA5	0.0	0.0	0.0	0.0	0.003	0.012	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC0F179D307	0.0	0.006	0.0	0.0	0.009	0.034	0.0	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC044C2FDA4	0.229	0.279	0.0	0.0	0.086	0.06	0.319	0.0	0.0	0.004	0.0	0.0	0.012	0.07	0.002	0.098	0.0	0.022	0.0	0.0	0.0	0.073	0.0	0.0	0.008
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC04251A46C	0.022	0.003	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.006	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC01D1C56CC	0.003	0.037	0.0	0.0	0.894	2.377	0.0	0.0	1.28	0.034	0.364	0.696	0.238	0.012	0.805	0.078	0.41	0.299	0.018	0.0	0.981	0.494	0.004	0.026	0.005
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0A460766C	0.094	0.128	0.0	0.0	0.319	0.43	0.089	0.0	0.0	0.008	0.372	0.137	0.252	0.031	0.008	0.068	0.0	0.213	0.0	0.0	0.167	0.329	0.012	0.007	0.0
CDH1	P12830	False	CADH1_HUMAN		CPI-SC09D882C18	0.176	0.27	0.161	0.0	0.003	0.02	0.315	0.0	0.0	0.021	0.013	0.0	0.0	0.204	0.0	0.633	0.03	0.422	0.0	0.0	0.0	0.0	0.041	0.014	0.005
CDH1	P12830	False	CADH1_HUMAN		CPI-SS0CC5DCE80	0.176	0.27	0.161	0.0	0.003	0.02	0.315	0.0	0.0	0.021	0.013	0.0	0.0	0.204	0.0	0.633	0.03	0.422	0.0	0.0	0.0	0.0	0.041	0.014	0.005
CDH2	P19022	False	CADH2_HUMAN		CPI-SS0EE09A201	0.003	0.0	0.0	0.0	0.002	0.019	0.0	0.0	0.0	0.013	0.014	0.0	0.0	0.0	0.0	0.161	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH2	P19022	False	CADH2_HUMAN		CPI-SS0ADFF0666	0.003	0.0	0.0	0.0	0.002	0.019	0.0	0.0	0.0	0.013	0.014	0.0	0.0	0.0	0.0	0.161	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH3	P22223	False	CADH3_HUMAN		CPI-SS0DA0F5556	0.161	0.145	0.0	0.0	0.006	0.021	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.001	0.013	0.0	0.916	0.0	0.0	0.0	0.0	0.006	0.0	0.005
CDH5	P33151	False	CADH5_HUMAN		CPI-SS00C24ED50	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.546	0.878	0.808	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.005	0.0	0.0
CDH6	P55285	False	CADH6_HUMAN		CPI-SS0C53F7672	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.453	0.352	0.0	0.0	0.0
CDH7	Q9ULB5	False	CADH7_HUMAN		CPI-SS0BE3D537D	0.011	0.003	0.0	0.0	0.0	0.0	0.247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0889E281D	0.456	0.493	0.078	0.0	0.009	0.054	0.278	0.065	0.128	0.128	0.106	0.101	0.114	0.21	0.192	0.317	0.044	0.37	0.0	0.0	0.091	0.175	0.097	0.077	0.032
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS09C06644C	0.0	0.0	0.0	0.0	0.02	0.012	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.05	0.0	0.0	0.135	0.06	0.0	0.0	0.0
CRTAM	O95727	False	CRTAM_HUMAN		CPI-SS0C9696AAA	0.025	0.006	0.0	0.0	0.03	0.036	0.0	0.263	0.0	0.044	0.046	0.0	0.025	0.004	0.074	0.006	0.096	0.02	0.311	0.0	0.055	0.048	0.056	0.112	0.545
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS02D18D12B	0.0	0.0	0.0	0.0	0.02	0.012	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.05	0.0	0.0	0.135	0.06	0.0	0.0	0.0
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS0B3829651	0.0	0.0	0.0	0.0	0.02	0.012	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.05	0.0	0.0	0.135	0.06	0.0	0.0	0.0
CALCA	P01258	False	CALC_HUMAN		CPI-SS015B2F961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CALCB	P10092	False	CALCB_HUMAN		CPI-SS07CF0C6E7	0.002	0.016	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.005
CALCA	P01258	False	CALC_HUMAN		CPI-SC00EA503F2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CALCB	P10092	False	CALCB_HUMAN		CPI-SC02CD655EB	0.002	0.016	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.005
CCL1	P22362	False	CCL1_HUMAN		CPI-SS0B784A03E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0
CCL16	O15467	False	CCL16_HUMAN		CPI-SS03A875239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL18	P55774	False	CCL18_HUMAN		CPI-SS0F8AFE595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0D4403860	0.0	0.0	0.0	0.0	0.021	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
CCL13	Q99616	False	CCL13_HUMAN		CPI-SS0F60C6D89	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.087	0.0	0.0	0.0
CCL14	Q16627	False	CCL14_HUMAN		CPI-SS004B1EBD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.855	0.0	0.279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS010BB499F	0.0	0.011	0.0	0.0	0.875	1.01	0.014	0.013	1.845	0.028	1.083	0.458	0.45	0.035	0.9	0.037	0.331	0.919	0.02	0.259	0.546	1.732	0.061	0.035	0.012
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0B03ACD14	0.006	0.026	0.2	0.0	0.03	0.054	0.0	0.755	1.139	0.322	0.265	0.0	0.036	0.006	1.209	0.011	0.877	0.0	0.155	1.261	0.0	0.045	0.107	0.011	0.862
CCL4	P13236	False	CCL4_HUMAN		CPI-SS087BEB1C9	0.111	0.09	0.51	0.0	0.096	0.159	0.075	1.305	1.094	0.439	0.191	0.373	0.089	0.038	1.108	0.08	0.682	0.046	0.977	3.138	0.11	0.137	0.317	0.187	2.596
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0E555F91F	0.315	0.248	0.157	0.0	0.167	0.268	0.136	1.986	0.409	0.213	0.519	0.141	0.166	0.083	0.239	0.179	0.22	0.067	1.901	2.54	0.126	0.203	0.466	0.988	3.833
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0FD442A0E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0F6F1C29E	0.0	0.0	0.0	0.0	0.453	0.034	0.0	0.019	0.085	0.0	0.0	0.0	0.0	0.002	0.12	0.0	0.014	0.0	0.0	0.0	0.206	0.455	0.0	0.0	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0F33890C0	0.0	0.0	0.0	0.0	0.021	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
CCL13	Q99616	False	CCL13_HUMAN		CPI-SS09DAE86C9	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.087	0.0	0.0	0.0
CCL14	Q16627	False	CCL14_HUMAN		CPI-SS07D36FFB5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.855	0.0	0.279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0
CCL24	O00175	False	CCL24_HUMAN		CPI-SS0B0AC1603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL26	Q9Y258	False	CCL26_HUMAN		CPI-SS01FCCEBB9	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097	0.05	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08BFF4F9B	0.006	0.026	0.2	0.0	0.03	0.054	0.0	0.755	1.139	0.322	0.265	0.0	0.036	0.006	1.209	0.011	0.877	0.0	0.155	1.261	0.0	0.045	0.107	0.011	0.862
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0F6B529A1	0.315	0.248	0.157	0.0	0.167	0.268	0.136	1.986	0.409	0.213	0.519	0.141	0.166	0.083	0.239	0.179	0.22	0.067	1.901	2.54	0.126	0.203	0.466	0.988	3.833
CCL7	P80098	False	CCL7_HUMAN		CPI-SS008CEEAB9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0DF6991A8	0.0	0.0	0.0	0.0	0.453	0.034	0.0	0.019	0.085	0.0	0.0	0.0	0.0	0.002	0.12	0.0	0.014	0.0	0.0	0.0	0.206	0.455	0.0	0.0	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0491EECEA	0.0	0.0	0.0	0.0	0.021	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
CCL22	O00626	False	CCL22_HUMAN		CPI-SS0AEC33FF1	0.002	0.0	0.0	0.0	0.013	0.0	0.0	0.135	0.0	0.487	0.0	0.0	0.0	0.033	0.013	0.007	0.017	0.0	0.0	0.0	0.0	0.0	0.046	0.068	0.0
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0CDAC688B	0.108	0.262	0.369	0.0	0.4	0.323	0.269	0.1	0.146	0.051	0.304	0.602	0.153	2.585	0.199	1.995	0.208	0.395	0.021	0.255	0.072	0.388	0.119	0.059	0.015
CXCL9	Q07325	False	CXCL9_HUMAN		CPI-SS068BC31E4	0.023	0.074	0.0	0.0	0.062	0.276	0.0	0.0	0.162	0.152	0.0	0.0	0.0	0.005	0.44	0.006	0.035	0.129	0.022	0.0	0.158	0.029	0.041	0.014	0.008
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS0FDAB7BA8	0.093	0.209	0.0	0.0	0.077	0.189	0.0	0.007	0.407	0.105	0.021	0.0	0.0	0.023	0.707	0.037	0.248	0.332	0.014	0.0	0.292	0.111	0.0	0.032	0.016
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS0CC738ABC	0.0	0.027	0.0	0.0	0.013	0.047	0.0	0.0	0.0	0.015	0.011	0.0	0.0	0.004	0.107	0.0	0.017	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0B1B18F2D	0.022	0.008	0.0	0.0	3.059	1.958	0.044	0.0	0.0	0.097	0.268	1.44	0.913	0.006	0.083	0.014	0.056	0.021	0.046	0.0	0.239	0.828	0.045	0.0	0.022
CCL13	Q99616	False	CCL13_HUMAN		CPI-SS02647DD07	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.087	0.0	0.0	0.0
CCL16	O15467	False	CCL16_HUMAN		CPI-SS093922D5A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0CF0E4DE9	0.0	0.011	0.0	0.0	0.875	1.01	0.014	0.013	1.845	0.028	1.083	0.458	0.45	0.035	0.9	0.037	0.331	0.919	0.02	0.259	0.546	1.732	0.061	0.035	0.012
CCL26	Q9Y258	False	CCL26_HUMAN		CPI-SS0C2E7931B	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097	0.05	0.0	0.0	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0F5AA0D9B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS019381277	0.0	0.0	0.0	0.0	0.453	0.034	0.0	0.019	0.085	0.0	0.0	0.0	0.0	0.002	0.12	0.0	0.014	0.0	0.0	0.0	0.206	0.455	0.0	0.0	0.0
CCL14	Q16627	False	CCL14_HUMAN		CPI-SS01CBCD4BF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.855	0.0	0.279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0
CCL16	O15467	False	CCL16_HUMAN		CPI-SS0348B76E5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL23	P55773	False	CCL23_HUMAN		CPI-SS049DF2278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.359	0.0	0.077	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.022
CCL26	Q9Y258	False	CCL26_HUMAN		CPI-SS0F06E4B3F	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097	0.05	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08DA48A5A	0.006	0.026	0.2	0.0	0.03	0.054	0.0	0.755	1.139	0.322	0.265	0.0	0.036	0.006	1.209	0.011	0.877	0.0	0.155	1.261	0.0	0.045	0.107	0.011	0.862
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0A021DB6E	0.315	0.248	0.157	0.0	0.167	0.268	0.136	1.986	0.409	0.213	0.519	0.141	0.166	0.083	0.239	0.179	0.22	0.067	1.901	2.54	0.126	0.203	0.466	0.988	3.833
CCL7	P80098	False	CCL7_HUMAN		CPI-SS02CC53E89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS087054090	0.0	0.0	0.0	0.0	0.453	0.034	0.0	0.019	0.085	0.0	0.0	0.0	0.0	0.002	0.12	0.0	0.014	0.0	0.0	0.0	0.206	0.455	0.0	0.0	0.0
CCL17	Q92583	False	CCL17_HUMAN		CPI-SS0EDD38B58	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.123	0.0	0.0	0.0	0.0	0.081	0.0	0.117	0.005	0.024	0.0	0.0	0.0	0.0	0.0	0.006
CCL22	O00626	False	CCL22_HUMAN		CPI-SS052B38F1C	0.002	0.0	0.0	0.0	0.013	0.0	0.0	0.135	0.0	0.487	0.0	0.0	0.0	0.033	0.013	0.007	0.017	0.0	0.0	0.0	0.0	0.0	0.046	0.068	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0EA05941A	0.315	0.248	0.157	0.0	0.167	0.268	0.136	1.986	0.409	0.213	0.519	0.141	0.166	0.083	0.239	0.179	0.22	0.067	1.901	2.54	0.126	0.203	0.466	0.988	3.833
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS00AEC3818	0.01	0.02	0.0	0.0	0.071	0.048	0.0	0.0	0.0	0.092	0.01	0.0	0.0	0.0	0.016	0.0	0.0	0.018	0.0	0.0	0.0	0.487	0.0	0.005	0.0
CCL21	O00585	False	CCL21_HUMAN		CPI-SS0ECD9BB5E	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.042	0.52	0.0	0.0	0.0
CCL25	O15444	False	CCL25_HUMAN		CPI-SS0CCD89E02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS083B5EBAB	0.112	0.066	0.0	0.562	0.449	0.204	0.099	1.868	0.455	0.032	0.232	0.104	0.099	0.039	0.064	0.067	0.094	0.011	0.038	0.0	0.069	0.081	0.197	0.377	2.017
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS0605AC9BF	0.01	0.02	0.0	0.0	0.071	0.048	0.0	0.0	0.0	0.092	0.01	0.0	0.0	0.0	0.016	0.0	0.0	0.018	0.0	0.0	0.0	0.487	0.0	0.005	0.0
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS09EB0DFB1	0.0	0.013	0.0	0.0	2.114	2.079	0.0	0.015	0.0	0.062	0.026	0.0	0.0	0.069	0.002	0.16	0.0	0.347	0.0	0.0	0.352	1.326	0.02	0.022	0.007
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS09239FB26	0.01	0.02	0.0	0.0	0.071	0.048	0.0	0.0	0.0	0.092	0.01	0.0	0.0	0.0	0.016	0.0	0.0	0.018	0.0	0.0	0.0	0.487	0.0	0.005	0.0
CCL21	O00585	False	CCL21_HUMAN		CPI-SS06C0074BD	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.042	0.52	0.0	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0DBFB8BEA	0.0	0.011	0.0	0.0	0.875	1.01	0.014	0.013	1.845	0.028	1.083	0.458	0.45	0.035	0.9	0.037	0.331	0.919	0.02	0.259	0.546	1.732	0.061	0.035	0.012
CCL5	P13501	False	CCL5_HUMAN		CPI-SS05B7D3407	0.315	0.248	0.157	0.0	0.167	0.268	0.136	1.986	0.409	0.213	0.519	0.141	0.166	0.083	0.239	0.179	0.22	0.067	1.901	2.54	0.126	0.203	0.466	0.988	3.833
CXCL1	P09341	False	GROA_HUMAN		CPI-SS052BBD9F9	0.008	0.067	0.0	0.0	0.307	0.121	0.062	0.0	0.0	0.0	0.036	0.0	0.0	0.552	0.039	0.432	0.0	0.124	0.0	0.0	0.0	0.0	0.0	0.011	0.0
CXCL8	P10145	False	IL8_HUMAN		CPI-SS0911EECCC	0.006	0.057	0.2	0.0	0.034	0.021	0.025	0.0	0.0	0.022	0.036	0.0	0.0	0.272	0.245	0.511	0.328	0.047	0.0	0.0	0.0	0.0	0.0	0.01	0.028
CCL20	P78556	False	CCL20_HUMAN		CPI-SS0079E2156	0.009	0.031	0.2	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.036	0.024	0.0	0.135	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.041
CCL25	O15444	False	CCL25_HUMAN		CPI-SS039863E62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS0BCCA6596	0.005	0.007	0.0	0.0	0.012	0.036	0.044	0.087	0.19	0.011	0.046	0.0	0.066	1.402	0.016	0.147	0.013	0.132	0.136	0.0	0.0	0.0	0.009	0.071	0.066
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	0.006	0.026	0.2	0.0	0.03	0.054	0.0	0.755	1.139	0.322	0.265	0.0	0.036	0.006	1.209	0.011	0.877	0.0	0.155	1.261	0.0	0.045	0.107	0.011	0.862
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.111	0.09	0.51	0.0	0.096	0.159	0.075	1.305	1.094	0.439	0.191	0.373	0.089	0.038	1.108	0.08	0.682	0.046	0.977	3.138	0.11	0.137	0.317	0.187	2.596
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.315	0.248	0.157	0.0	0.167	0.268	0.136	1.986	0.409	0.213	0.519	0.141	0.166	0.083	0.239	0.179	0.22	0.067	1.901	2.54	0.126	0.203	0.466	0.988	3.833
CCL7	P80098	False	CCL7_HUMAN		CPI-SS09C16258E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0C30EC0DE	0.0	0.0	0.0	0.0	0.453	0.034	0.0	0.019	0.085	0.0	0.0	0.0	0.0	0.002	0.12	0.0	0.014	0.0	0.0	0.0	0.206	0.455	0.0	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0BDA6DD92	0.315	0.248	0.157	0.0	0.167	0.268	0.136	1.986	0.409	0.213	0.519	0.141	0.166	0.083	0.239	0.179	0.22	0.067	1.901	2.54	0.126	0.203	0.466	0.988	3.833
ALCAM	Q13740	False	CD166_HUMAN		CPI-SS04256AA73	0.075	0.061	0.0	0.0	0.046	0.045	0.181	0.009	0.226	0.162	0.008	0.0	0.0	0.116	0.349	0.502	0.151	0.02	0.0	0.0	0.04	0.0	0.027	0.004	0.005
CD1D	P15813	False	CD1D_HUMAN		CPI-SS0EAB03260	0.023	0.055	0.0	0.0	0.003	0.0	0.0	0.012	0.172	0.131	0.019	0.072	0.121	0.0	0.215	0.0	0.395	0.0	0.0	0.0	0.042	0.018	0.0	0.0	0.003
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0A76A8E97	0.119	0.25	0.735	1.138	0.124	0.281	0.058	0.765	0.829	0.627	0.746	0.686	0.639	0.153	0.6	0.158	0.47	0.328	1.069	1.141	0.504	0.409	0.309	0.84	0.833
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS0DBA81CCF	0.008	0.005	0.0	0.0	0.011	0.006	0.0	0.016	0.013	0.006	0.012	0.0	0.0	0.003	0.014	0.016	0.012	0.01	0.0	0.221	0.0	0.0	0.0	0.016	0.016
CD24	P25063	False	CD24_HUMAN		CPI-SS038E5B8D9	2.545	2.59	1.581	0.562	0.139	0.105	2.822	0.12	0.073	0.118	0.114	0.225	0.115	2.497	0.079	2.02	0.07	0.418	0.179	0.255	0.186	0.099	0.295	0.138	0.171
CD34	P28906	False	CD34_HUMAN		CPI-SS013E6EBC3	0.0	0.0	0.0	0.0	0.389	0.302	0.0	0.008	0.0	0.005	1.67	1.211	1.998	0.002	0.011	0.0	0.017	0.0	0.0	0.0	0.073	0.016	0.012	0.015	0.018
PODXL2	Q9NZ53	False	PDXL2_HUMAN		CPI-SS039266778	0.507	0.444	0.0	0.0	0.149	0.066	0.187	0.0	0.013	0.007	0.01	0.0	0.0	0.252	0.018	0.124	0.014	0.044	0.0	0.0	0.172	0.046	0.043	0.009	0.006
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS027DD8311	0.03	0.021	0.0	0.0	0.024	0.041	0.044	0.509	0.324	0.833	0.062	0.0	0.0	0.019	0.38	0.063	0.443	0.021	0.586	0.962	0.0	0.101	0.261	0.772	0.796
CD276	Q5ZPR3	False	CD276_HUMAN		CPI-SS0C724345A	0.075	0.108	0.0	0.0	0.305	0.386	0.0	0.028	0.159	0.014	0.012	0.032	0.129	0.096	0.215	0.193	0.061	0.11	0.021	0.0	0.342	0.247	0.0	0.013	0.0
CD34	P28906	False	CD34_HUMAN		CPI-SS00D1CB372	0.0	0.0	0.0	0.0	0.389	0.302	0.0	0.008	0.0	0.005	1.67	1.211	1.998	0.002	0.011	0.0	0.017	0.0	0.0	0.0	0.073	0.016	0.012	0.015	0.018
